fruit,folder,path,area_frac,perimeter_norm,eccentricity,solidity,extent,circularity,aspect_ratio,equiv_diam_norm,hu1,hu2,hu3,hu4,hu5,hu6,hu7,mean_R,std_R,mean_G,std_G,mean_B,std_B,mean_H,std_H,mean_S,std_S,mean_V,std_V,hue_hist0,hue_hist1,hue_hist2,hue_hist3,hue_hist4,hue_hist5,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_dissimilarity,glcm_ASM,lbp0,lbp1,lbp2,lbp3,lbp4,lbp5,lbp6,lbp7,lbp8,lbp9,dark_ratio,brown_ratio,sat_std,coverage
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.05.06 PM.png,0.6008680555555556,2.0859972977659775,0.5788352461807157,0.9849174729652818,0.7807353936386194,0.8616402758500706,1.083916083916084,0.6163492393569545,3.190343801642342,7.773269995979079,11.04442767920001,12.65280900612586,24.5178672249152,16.57951076441242,25.070000019608205,214.46246337890625,30.971481323242188,145.40838623046875,55.26884460449219,114.57676696777344,55.771358489990234,10.996417045593262,10.652965545654297,120.07905578613281,62.79779815673828,214.4713592529297,30.97589874267578,0.9857266545295715,0.011788500472903252,0.0,0.0,0.0,0.002484831027686596,9.628656492819466,0.7685208853088522,0.23405129366447996,0.9465238465680146,0.818949646239927,0.054807905781517306,0.007859000288933835,0.023634787633631898,0.026177405374169314,0.13522103438312627,0.4109216989309448,0.2432822883559665,0.06576134065299047,0.032996243860156024,0.02415486853510546,0.02999133198497544,0.0,0.00930366945969373,62.79779815673828,0.6008680555555556
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.06.33 PM.png,0.5921673286991063,2.208586133044511,0.7369627970068868,0.9353004607391432,0.788251817580965,0.7224199122771902,1.3088235294117647,0.5975294602970005,3.1576382905234377,7.172345364784644,11.543127728998359,12.254136532104377,24.253807611859052,16.172418662541627,-24.367463180499893,210.87359619140625,15.422867774963379,217.69703674316406,10.683774948120117,140.22303771972656,65.82318115234375,33.100669860839844,5.920080661773682,93.47296142578125,70.27056121826172,217.71983337402344,10.7117919921875,0.01886594668030739,0.9783565402030945,0.0005764595116488636,0.0002620270533952862,0.001781783881597221,0.00015721622912678868,11.120418469587769,0.9322421755074691,0.32223733328122406,0.949224891480679,0.49874249667421666,0.10387297828199049,0.002620270411906509,0.014201865632533277,0.004873702966146106,0.08830311288124934,0.14526779163609685,0.28597631275547636,0.05701708416308563,0.06545435488942458,0.30693847605072844,0.029347028613352897,0.0,0.0,70.27056121826172,0.5921673286991063
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.08.52 PM.png,0.546259302781042,1.9555854444667313,0.19234199285958065,0.9922094553733414,0.776849376114082,0.8969185974672043,1.0267379679144386,0.5895266439088456,3.2045292661566123,9.85860470236836,12.959530801545597,16.892306185522937,29.99655221289781,22.88534478494124,29.99441634171144,192.12257385253906,18.633378982543945,211.27818298339844,21.094221115112305,105.53538513183594,26.935611724853516,35.31338882446289,1.4343724250793457,127.96271514892578,28.150537490844727,211.35723876953125,20.698463439941406,0.01036139391362667,0.98963862657547,0.0,0.0,0.0,0.0,9.089555253808552,0.894838480890482,0.321026364998649,0.9549078945412537,0.5217524727361308,0.10310471020587993,0.0030116162340456045,0.013767388498494192,0.005162770686935322,0.09733973899325972,0.29309479420622403,0.32331851426932456,0.06908791051197476,0.054567617954969165,0.12010612361967589,0.020543525025096803,0.0,0.00831779721784024,28.150537490844727,0.546259302781042
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.08.58 PM.png,0.6065430520034101,2.0528824498789473,0.2822908542502211,0.9922596841114326,0.7801902568741947,0.8978339060056318,1.0211640211640212,0.6191732856122204,3.2042597246714872,9.17247575196922,14.23734056905472,16.93130910077405,29.998700684801108,21.542727829082423,29.999751443120232,185.66647338867188,15.845269203186035,204.7591552734375,15.789254188537598,104.09620666503906,29.515804290771484,35.73649978637695,0.7956671714782715,126.15200805664062,31.427494049072266,204.76092529296875,15.776317596435547,0.0008784567471593618,0.9991215467453003,0.0,0.0,0.0,0.0,9.017352643182253,0.9036081109461838,0.32509982479556687,0.9511574420808779,0.4979070218327849,0.1057410712835527,0.0026002319125759867,0.01335254225376858,0.004673389788819003,0.08781053445307284,0.2558768755051126,0.3307213886643944,0.06187849186549071,0.05741593169120489,0.16142520819424436,0.024245405671316632,0.00014055307635545873,0.00028110615271091747,31.427494049072266,0.6065430520034101
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.09.03 PM.png,0.5629780251141553,2.601114079409017,0.520263741746056,0.9228349219343898,0.7041809825532105,0.5221479547552204,1.1889250814332248,0.5982825248407719,3.1817987794634166,7.974456879409577,11.099170927635015,11.995023763203553,23.63893406917741,15.98335487839796,23.764141914189196,179.52902221679688,33.24941635131836,87.93203735351562,65.1128921508789,73.46088409423828,59.70158767700195,23.097570419311523,53.1240119934082,160.1773223876953,61.885868072509766,181.02090454101562,33.997440338134766,0.828215479850769,0.06102120131254196,0.0018122600158676505,0.005614203866571188,0.0036878858227282763,0.09964895248413086,6.453058405801359,0.8670316747636658,0.3328576106485828,0.9536907852298439,0.5025462486977904,0.11080993342301221,0.005588857769272688,0.02074594142471517,0.01382640323418708,0.11279100713498169,0.34837213428466424,0.26102880606283346,0.0759248228927725,0.05012229586728681,0.07588680345216521,0.035712927877121166,0.0,0.0022431469958305345,61.885868072509766,0.5629780251141553
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.10.11 PM.png,0.5634369098205855,2.501344629545839,0.7436568380963744,0.9128995242762544,0.6945960202262723,0.5638211306185315,1.272108843537415,0.5978528905101139,3.1387379780610303,7.112907412737196,10.239380269787878,11.155479592396441,21.866401428289333,14.74632621609542,-22.462961009760587,183.70498657226562,42.8817138671875,113.24005126953125,56.91468048095703,90.17068481445312,47.60745620727539,37.5931510925293,61.50663757324219,139.0536651611328,50.50617980957031,191.72128295898438,37.32181167602539,0.6624942421913147,0.18469394743442535,9.16530261747539e-05,0.00015711947344243526,6.546644726768136e-05,0.1524975448846817,6.762116365546301,0.8383153295386231,0.31627619325036904,0.954441911206375,0.5899750164743623,0.10004224404396939,0.011653027823240588,0.027247135842880525,0.029525368248772506,0.13776759410801964,0.3391554828150573,0.22126350245499182,0.08123076923076923,0.0509328968903437,0.05518821603927987,0.046036006546644845,0.0006153846153846154,0.009689034369885434,50.50617980957031,0.5634369098205855
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.10.21 PM.png,0.5360098816717019,2.4990515324091023,0.7563192109760744,0.9029808214820607,0.6631915038596696,0.5333712530682867,1.2826855123674912,0.5809518533106061,3.1342174155838185,7.063059314315869,10.280352035195676,11.082343325640805,21.765831231735536,14.640818948450873,22.76790733160267,154.3682098388672,43.654090881347656,94.2437744140625,70.05768585205078,69.16289520263672,55.94289779663086,26.815967559814453,52.59162139892578,156.142822265625,58.43060302734375,163.48178100585938,44.29597473144531,0.7316414713859558,0.16539213061332703,0.0016439402243122458,0.0009540723985992372,0.0009687504498288035,0.09939967095851898,7.429044812608786,0.8688697840852561,0.35767762188669977,0.9470212668214821,0.5414833449502657,0.12794445469383103,0.004139206505306111,0.018817243758164657,0.01335701390010128,0.10728177428114312,0.34452289039909584,0.26562844016498116,0.06816480500227509,0.04983193647345477,0.0959943636336949,0.032262325881783085,0.0010274626077000984,0.008674720016439402,58.43060302734375,0.5360098816717019
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.10.29 PM.png,0.6220527045769764,2.1665293978778424,0.3986258514305645,0.9777277186353232,0.7912378712143487,0.8325255529023308,1.0614525139664805,0.6292359104997785,3.2012435809312563,8.53037886620021,11.858481839485377,13.905118935921523,26.82054407625677,18.23748377033252,27.20615561247668,204.8431396484375,21.673097610473633,96.5897445678711,47.63410186767578,98.04217529296875,47.59376907348633,113.52983856201172,84.40814971923828,141.21749877929688,51.46644592285156,204.84518432617188,21.675521850585938,0.36439985036849976,0.0006688963039778173,7.432181155309081e-05,3.7160905776545405e-05,0.0006688963039778173,0.6341508626937866,9.731297118337222,0.7832829760841731,0.2359279547994951,0.9155199716751008,0.8307320334694548,0.05569860160932751,0.016127833519137866,0.03545150501672241,0.03924191750278707,0.14474173169825344,0.32214790040876995,0.1959866220735786,0.08316610925306578,0.05652173913043478,0.04830917874396135,0.05830546265328874,0.0,0.010479375696767,51.46644592285156,0.6220527045769764
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.10.53 PM.png,0.6590708398744113,2.2312020338028224,0.46904869222513274,0.9755645922590952,0.754747191011236,0.8303627222485211,1.1235955056179776,0.6471768091679375,3.1985006533257057,8.212966336022996,11.55285923903239,13.673238852611036,26.294373405545485,17.782158844666455,27.002162069577782,197.41326904296875,25.58519744873047,89.23469543457031,48.53873825073242,88.37808990478516,48.88653564453125,91.24492645263672,87.41307830810547,149.10580444335938,52.09237289428711,197.41567993164062,25.587709426879883,0.4909747242927551,0.00033495851675979793,0.00011165283649461344,0.00018608805839903653,0.0007815698627382517,0.5076109766960144,8.271519942600076,0.7987518032203499,0.2690488594384913,0.9288534289634574,0.7424436679046863,0.07241401411211805,0.01555696155420745,0.03528229558226953,0.03673378242584391,0.14019874204473556,0.3213368566005434,0.19836986862183184,0.08199039785626558,0.05831999702259109,0.05880382597044922,0.05340727232126242,0.0,0.005136030369570881,52.09237289428711,0.6590708398744113
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.11.02 PM.png,0.6997545030381944,2.407524649625898,0.44559494163361374,0.9644623078001588,0.7612060316336167,0.7585497778673764,1.0878186968838528,0.667441047911623,3.198004798447399,8.311490674205146,11.352459407922732,13.406730290283196,25.78826919241062,17.567397573198726,26.808094556713463,202.93846130371094,24.485992431640625,86.36250305175781,47.16997146606445,95.45880889892578,46.19925308227539,158.07504272460938,53.932212829589844,151.18118286132812,49.41856384277344,202.93846130371094,24.486011505126953,0.10917495936155319,5.814911492052488e-05,9.691519153420813e-06,0.0,0.0,0.8907572031021118,5.126167524073366,0.8201724300292332,0.27660976586685143,0.9548652508769316,0.5669843510647823,0.0765363168232212,0.011726737931636025,0.03251504608317261,0.0323793648178479,0.1398583099929252,0.31190215442466296,0.21720632274696414,0.08481048234689822,0.054485719546824574,0.06307240533808864,0.05204345677097971,0.0,0.014294990453853832,49.41856384277344,0.6997545030381944
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.11.24 PM.png,0.4923041044776119,2.260980109476544,0.7881488769090047,0.9057235204942651,0.5767654505382416,0.599495177217938,1.0590062111801242,0.5572367054493781,3.11823854864833,6.929060050807113,10.06243275548086,10.9241180951112,21.42843083887998,14.420270193708447,-22.069834148020213,143.79995727539062,38.36473083496094,85.16326904296875,56.52357864379883,74.33863830566406,48.803382873535156,129.82754516601562,67.71443176269531,148.28607177734375,51.037715911865234,149.5630645751953,34.906089782714844,0.07383546233177185,0.2421759068965912,0.000110532135295216,0.000110532135295216,0.0016106110997498035,0.6821569800376892,6.488792104909059,0.8434709592559062,0.4345516737166102,0.940125394697856,0.594528943913561,0.18884094468701107,0.020590557397757777,0.04133901784304437,0.038180956892468025,0.12966998263066476,0.26807200378967316,0.18218853623874942,0.07893573345965577,0.06658771514290225,0.10740565292910154,0.06702984367598294,0.0006631927996210326,0.005289752092215379,51.037715911865234,0.4923041044776119
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.11.35 PM.png,0.5129239829861489,1.9637770449643936,0.3434584332967262,0.9798767254101919,0.7948508492718515,0.8327295804075189,1.034351145038168,0.5704194197039987,3.2016429498349943,8.809045155016038,11.585218914673382,14.341373625360765,27.418338491890417,19.027259976212168,-27.496576893455686,172.5330047607422,38.33286666870117,187.1824951171875,32.411582946777344,120.87293243408203,49.06932830810547,36.552608489990234,9.650296211242676,96.39542388916016,45.15327835083008,187.28237915039062,32.06599807739258,0.031044013798236847,0.9540895819664001,0.00779644213616848,0.0049082147888839245,0.0014706924557685852,0.0006910482770763338,7.726646299688126,0.784560196850799,0.23298077591373254,0.956956610475398,0.7167742873966818,0.05430899262030957,0.019030406123750798,0.04038202565738181,0.04564462399886597,0.1646643986108158,0.26056063505563826,0.19003827344248353,0.08877312353816713,0.06616344177475371,0.06316889928414487,0.06157417251399816,0.00141753490679708,0.0042880430930611665,45.15327835083008,0.5129239829861489
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.11.41 PM.png,0.4835212924701561,2.648903928476024,0.712815684977217,0.8440278508277607,0.6756791979949874,0.43229140673146565,1.4097744360902256,0.5543762749789053,3.1237957291967895,7.183158286353799,10.195953010031545,10.684558214920743,21.12485928754067,14.307733175492936,-22.96439550724138,139.5956268310547,39.50136184692383,73.41730499267578,61.46422576904297,61.787105560302734,54.64433670043945,26.57678985595703,57.10647964477539,156.29718017578125,61.74687957763672,141.08035278320312,39.8913459777832,0.7767622470855713,0.10034273564815521,0.0005489695467986166,0.0007270137430168688,0.0006973397103138268,0.12092167884111404,7.441747227821341,0.8738863522193339,0.3594629892500448,0.932155157510125,0.5435753491285457,0.12922639177640682,0.004347245508093592,0.017700559355480053,0.010682651077909168,0.10221219899405036,0.31736375910621817,0.27513761331770503,0.06279024911348834,0.055253045297407974,0.12350331607293877,0.031009362156708558,0.0014688645232125105,0.004080179231145863,61.74687957763672,0.4835212924701561
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.11.52 PM.png,0.5441666666666667,2.3580439883591255,0.7199684528746703,0.9190479780843952,0.7403178459358235,0.6122718302741641,1.3857677902621723,0.5873191600975188,3.1558963100488637,7.224027321072817,10.66937698183596,11.652037354748003,22.83405583228312,15.379312400209916,23.327384749785832,160.281005859375,39.95286178588867,79.56814575195312,60.990299224853516,68.14790344238281,58.71229553222656,18.96949577331543,46.397605895996094,156.51002502441406,68.5503921508789,163.50418090820312,37.631656646728516,0.8268978595733643,0.0935107171535492,0.002734631299972534,0.003308903891593218,0.0019279151456430554,0.07161999493837357,6.597182664473284,0.837788875792455,0.29139353947021707,0.942551687808342,0.603489443314703,0.08492879311724166,0.010268540800700065,0.029821155108291402,0.023039269306497485,0.1309614963902866,0.3038722380223146,0.22707011594837015,0.08089039597462262,0.06035331437322249,0.08745351126668126,0.04626996280901335,0.0,0.0019962809013345,68.5503921508789,0.5441666666666667
apple,freshapples,C:\Users\User\Desktop\PipelineFrutas\dataset\train\freshapples\Screen Shot 2018-06-08 at 5.11.59 PM.png,0.42671535326086957,2.001728928896368,0.34413797931574935,0.9350576851507257,0.7703215421760625,0.6685199954986486,1.0817843866171004,0.5209698542522679,3.197208663075006,8.796527230884363,11.32644694690567,13.84313537765475,-26.668243953472338,18.63996834335387,26.51485704535592,138.06591796875,38.998558044433594,59.79595184326172,43.60926055908203,52.471675872802734,45.13985824584961,9.355920791625977,32.915985107421875,166.5723876953125,48.921043395996094,138.0675506591797,39.00312805175781,0.9611111283302307,0.00046434495016001165,0.000199004978640005,0.00011608623754000291,0.0003150912234559655,0.037794362753629684,7.625129352513894,0.846931392497648,0.2813214749011895,0.8965819614304327,0.6284472614540533,0.07917340056402934,0.009369817578772803,0.02646766169154229,0.023383084577114428,0.13691542288557215,0.29149253731343283,0.2251575456053068,0.08621890547263682,0.06107794361525705,0.09537313432835821,0.04454394693200663,0.00615257048092869,0.007180762852404644,48.921043395996094,0.42671535326086957
